text,emotion,cleaned_text,text_length
i feel so frightened i wanna run to you i wanna call but i ve been hit by lightning just can t stand up for falling apart can t see through this veil across my heart over you you ll always be the one you were the first you ll be the last,fear,feel frightened wan run wan call hit lightning stand falling apart see veil across heart always one first last,19
i am generally a pretty happy and positive person there are times when the nerves kick in and i am not feeling quite so happy and smiley,joy,generally pretty happy positive person time nerve kick feeling quite happy smiley,12
i admit to feeling sympathy with the dignified and the defiant,joy,admit feeling sympathy dignified defiant,5
i know how awful it is to be on your a game and not see any results and just feel crappy overall,sadness,know awful game see result feel crappy overall,8
i feel sure it could be developed into a thrilling piece of theatre,joy,feel sure could developed thrilling piece theatre,7
im not really into bashing gw the hobby or other people so i try hard to focus on subjects that i feel passionate about and want to spend the time to do it right,love,really bashing hobby people try hard focus subject feel passionate want spend time right,14
i feel that karma punished me because i don t know the meaning of contentment img src http www,sadness,feel karma punished know meaning contentment img src http www,10
i knelt down in front of her close enough to feel her gentle breath she did not move or speak but yet there was no need our eyes shared a mutual understanding we communicated with no words just pure silence i felt at peace,love,knelt front close enough feel gentle breath move speak yet need eye shared mutual understanding communicated word pure silence felt peace,21
i feel like theres nothing in my life empty,sadness,feel like there nothing life empty,6
i remember feeling paranoid,fear,remember feeling paranoid,3
i am feel overwhelmed,fear,feel overwhelmed,2
i still have a way to go but i am so much closer to the finish line than the start line and that feels amazing,joy,still way much closer finish line start line feel amazing,10
i still feel heartbroken over alot,sadness,still feel heartbroken alot,4
i feel more shitty and emotional and helpless,sadness,feel shitty emotional helpless,4
i feel like falling in love with her is part of being amazed at how she makes our family so much better she tells the advocate,surprise,feel like falling love part amazed make family much better tell advocate,12
